trial_id,child_plan_id,dataset_id,benchmark,task_id,task_name,split,capture_profile,canonical_family_id,candidate_position,pool,pool_position,cell_id,replicate_id,layout_seed_identity,layout_seed,reset_seed_identity,reset_seed,environment_seed_identity,environment_seed,policy_seed_identity,policy_seed,flow_noise_seed_identity,flow_noise_seed,layout_id,seed
rq024-foundation-11-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,41,KITCHEN_SCENE9_put_the_frying_pan_on_top_of_the_cabinet,test_confirmation_baseline,rollout,41place_onfrying_panshelf[region=top_side],11,confirmation,5,untouched_baseline,1,sha256:9e2110abef59bc4f7a3f6497f949675ec2058dbeb646dce401b7edf6dae2c319,2652967083,sha256:5dc2107c8ff5e595474e642d0400d552fd03ecc7b7a67bc3500f5bd057fd12ee,1572999292,sha256:e2ad349adaa4b7ee5b280b53511c87265d5595874692623d5464110fb4f34879,3803002010,sha256:10ee58486ee24c8f0ae43bb03d8e747e35b760f095b65d54ad82853b27c94053,284055624,sha256:71c72f317e33c0da05f08d4a63079fbd963b931eb7e31f300031a03d95328cc0,1908879153,33,1572999292
rq024-foundation-11-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,41,KITCHEN_SCENE9_put_the_frying_pan_on_top_of_the_cabinet,test_confirmation_baseline,rollout,41place_onfrying_panshelf[region=top_side],11,confirmation,5,untouched_baseline,2,sha256:a57b144747e2d51acfc7de2fa663cc1a7d737deb82b75a5f4b7309e9fe124964,2776306759,sha256:db6bb5217e9e56cd938d332de734b23add92678a4f46a9b495e129dc84fbbbfa,3681269025,sha256:c1920d3c4eb694603818839e75a40982b50b27b5363e4349695d13339f632f52,3247574332,sha256:d38afd8325aabcb74ec496d3d4fdc01241b41f89e4337202b76cadaba9211561,3549101443,sha256:628db2bbafa7bc99a432fbd7dd8b92053135e7b6b3d6c6533762e148e9213306,1653453499,9,3681269025
rq024-foundation-12-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,70,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_right_of_the_plate,train_discovery_baseline,rollout,70place_onchocolate_puddingplate[region=right],12,discovery,6,untouched_baseline,0,sha256:9297f95f65a57e1d8f6580ddbf805a57f54df09ae4d0f30de1dc57766c6fb208,2459433311,sha256:27c22cab4b37a337695ba9bb425e5d1c9f85923d76dcc2dcff28a5caec6306a3,667036843,sha256:e49d8c1fd837ee0f6694c92d2f191289b9f57be117c37c19c09db07e1a8a1d97,3835530271,sha256:62cf148d77e8c20e0a323b0369f765260af33419309c8751dcbcaf2dc31203d3,1657738381,sha256:1fcda3bab030f83e18766ff040e3106e8663e013295251798829d0365869ca1c,533570490,11,667036843
rq024-foundation-12-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,70,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_right_of_the_plate,train_discovery_baseline,rollout,70place_onchocolate_puddingplate[region=right],12,discovery,6,untouched_baseline,1,sha256:7a1d7d5f8d472944306b915d9c934a06381f67bbcf8deb42946eed953274e0dd,2048752991,sha256:7503504d656a6080fa14bc3424d8261af33e603f2d9b083ad9061dca8eb5edce,1963151437,sha256:c21a97732e277390fcf241e5a672206b2122090cbd5569e2f6b3646d3f57f0d2,3256522611,sha256:284d8fdc0a6e7fd27b7aef9a7b0aa1650273e012f4bf72fe8cfa7b314f0b127f,676171740,sha256:fc535dbfef0d3306c9705ef27e7e0f44abf23f1ec5e6f009d1ab035958c8b58d,4233321919,41,1963151437
rq024-foundation-12-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,70,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_right_of_the_plate,train_discovery_baseline,rollout,70place_onchocolate_puddingplate[region=right],12,discovery,6,untouched_baseline,2,sha256:7795aa08d1751af924097da30f424471d28e46f55a209587f18cdda0234599d5,2006297096,sha256:9a39ddc6c54ca1cc55cbfef69b6ef7ac1e53923c91cfcb2c958dc32863714893,2587483590,sha256:621dd06a40f33c9f2f937e75d358f3d3a904a18d5f71f3308316aed28087f3f6,1646121066,sha256:f35bc36cd1de9602ccae0b4cf5a2d72e92f8b06e187ee4c024606192cdbe0247,4082877292,sha256:2275d11557f6bb93ff4118230e4725b725eb5d79cb6d9df78fb32b91781aa7bb,578146581,46,2587483590
rq024-foundation-13-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,72,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate,test_confirmation_baseline,rollout,72place_onwhite_mugplate,13,confirmation,6,untouched_baseline,0,sha256:0cd8c81a740bb3e71fb7415cfb36830fa49c7191b6d2623e22a30240510222d0,215533594,sha256:ca3606db4b65b093b8212ce65b396fcdc5e7a5c78fc6612a3a9f9a0bc1e6f41b,3392538331,sha256:39e4d7a3c4ea5995190cc3d9aa60ca9035451bd10437839e0a8ef48995d30635,971298723,sha256:1fab191665c33aa1523f7370d1d17342815f2a5555cbffed55ab321cafabc433,531306774,sha256:e56751209e80e7d7eb1cf30b09b0dc96e228f560c0f8db0a41ff19e2da244036,3848753440,44,3392538331
rq024-foundation-13-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,72,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate,test_confirmation_baseline,rollout,72place_onwhite_mugplate,13,confirmation,6,untouched_baseline,1,sha256:df7bea1a9137810946812ce5e85a482f15bbdd949979c7e9781275dd179655a5,3749440026,sha256:67227a92810e042314a413d63a81d975cf8b4dad9d6ed0c7acb5828bd9461253,1730312850,sha256:df7e2194713314ed7968da0cdf8f229c81727fd4f1248d9705e95ab5bece022f,3749585300,sha256:98588a8542b8ad844413ae4b012edc34911c17e67f999b402d61e2486e4db348,2555939461,sha256:7ea0628e632c8a73924656b199ab46306011993591323d236461491e41974788,2124440206,26,1730312850
rq024-foundation-13-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,72,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate,test_confirmation_baseline,rollout,72place_onwhite_mugplate,13,confirmation,6,untouched_baseline,2,sha256:95660e21a9ec6030afcf842002b137811d6e4efe560c454b0c07b39ab47515f0,2506493473,sha256:a40b9d9155f0a93e29f3f96c8d0a3d63e3218a9e9c7362bb6c82fc59bd031158,2752224657,sha256:f83b7db7e8642bf12e3cc46efe3d331155f77f31024065d1c91361966b835f80,4164648375,sha256:275b1503f1703698181063599648bac027fd7fb572e175a42b1a27c75b15f17d,660280579,sha256:3698648e992c61ec6c2de82d7a1083014361bfd5de77577fc22f74ad37d9343f,915956878,23,2752224657
rq024-foundation-14-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,58,LIVING_ROOM_SCENE3_pick_up_the_ketchup_and_put_it_in_the_tray,train_discovery_baseline,rollout,58place_inketchuptray[region=contain],14,discovery,7,untouched_baseline,0,sha256:70f3d5039816bec1a61e719b76cda1b2b81b663d4d7e73fc1a9ebd30a53d76d7,1895027971,sha256:a4947612a6024dca5cd6d93c7c7ce0b67e634c03e0d9b6626e97654bb7d0eee1,2761192978,sha256:37b7593ad7dd93324a32e970157a4c1bb1b68f2d5259e5076f9abeebafa6bbc0,934762810,sha256:54dfc487b1323e8b735ac1689d004bcf62d3a83f85c486b6d4ade5d11d1db936,1423950983,sha256:ad29496553dc08b677199efce2a0af3bb6a31a8166780206b6a61380669563a1,2905164133,21,2761192978
rq024-foundation-14-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,58,LIVING_ROOM_SCENE3_pick_up_the_ketchup_and_put_it_in_the_tray,train_discovery_baseline,rollout,58place_inketchuptray[region=contain],14,discovery,7,untouched_baseline,1,sha256:5962907086deaaf2f7570f99a3a5aad7d911f85ed2470cebf654d6226aebe1ef,1499631728,sha256:28fba379e99c15115842360ad1f69daab062e9019a006f6f08b70d6f70c7ca55,687580025,sha256:32bf8a61457978b1d20dfc541cd73306b623488ff39864019a023ca6c0dbd16e,851413601,sha256:ec411e64ac9d75c1418afbeb9a691b7bf03bde32721c18bf30550fd30dbef786,3963690596,sha256:8c211bcad4266d3fc1aaff26e248cd04bd6923948c2beeca54566b58171b80e3,2350980042,28,687580025
rq024-foundation-14-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,58,LIVING_ROOM_SCENE3_pick_up_the_ketchup_and_put_it_in_the_tray,train_discovery_baseline,rollout,58place_inketchuptray[region=contain],14,discovery,7,untouched_baseline,2,sha256:a64f2547706157b202a320d44af71a4c33c87b47a57b551628da13246e6219a6,2790204743,sha256:6c9957dc581cc338a612bc7cfd973fb83be61869409eec750ad62d3d34403d37,1821988828,sha256:c81a177627e18881b46ce11c527a6c94f61229888ac9ad132db41a7538fa848a,3357153142,sha256:cfadfad30a60171fb81c45b8243eaa6051f13e468c3e593991b801071156a614,3484285651,sha256:5dd0a460f9afd25e4d96456e1dfa67b3498108d5a0aea25260b06afb5dac8cb5,1573954656,43,1821988828
rq024-foundation-15-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,19,KITCHEN_SCENE3_put_the_moka_pot_on_the_stove,test_confirmation_baseline,rollout,19place_onmoka_potstove[region=cook],15,confirmation,7,untouched_baseline,0,sha256:cb792b3d8a0cfd92754286b9635003e5efddeed75037e243911e84ba5fde5f75,3413715773,sha256:eeaf4a5516aea39bb7cc61b438478d1e8b32e1a29083fc82259b65274d49ffeb,4004465237,sha256:9730bad4dcae7f105fe39639e2447339cc2d9c34afacc41e5b50aea97949668b,2536553172,sha256:62247502ae872501cd359834a9a3ceb0d3c0975f98416c0928f81ba42a78ffd2,1646556418,sha256:e35be92fc9a79c3a0fc5fc24f3af77a6a4c281ef6cf5039122ec0b29bdc8ff36,3814451503,23,4004465237
rq024-foundation-15-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,19,KITCHEN_SCENE3_put_the_moka_pot_on_the_stove,test_confirmation_baseline,rollout,19place_onmoka_potstove[region=cook],15,confirmation,7,untouched_baseline,1,sha256:eebf74ac4c80998a1547716ad8d10c0c83bbe150517a95b86786c25651757350,4005524652,sha256:0ed4858fa36ef503c96e4938b6900e0609e93ba7dd9e01aa4df3e16201fe9f1d,248808847,sha256:8bf6e22351f462a0993d3e5ba73b1a63c8010ebc706b5b0d7da663bc31ceade8,2348212771,sha256:88b90b03bd0a4f9b792b1b11a1d6a3681ea580212442fd7de316e4e5eb4bcd55,2293828355,sha256:afc6a7b7c69474395917b245ab420248937bcdccef3ddb1cf419db5e67715dcd,2949031863,2,248808847
rq024-foundation-15-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,19,KITCHEN_SCENE3_put_the_moka_pot_on_the_stove,test_confirmation_baseline,rollout,19place_onmoka_potstove[region=cook],15,confirmation,7,untouched_baseline,2,sha256:846f382feaed095bf80b8a4bfbbb99bc031b21b1b4a7d1da724baee50cd9dd8a,2221881391,sha256:332d01b504494a334e8a92e541cd3327b177638389f98f5831fc5a5a55a0f59d,858587573,sha256:8c33d72b35afac1f2e99143a78dbaeac7e6a13c9d4a50fd2da9533323b34f9c4,2352207659,sha256:69da9d052483d6ee67dfd2a10c2ef9d06f9f831f5e0ed83204dd0b3a9aeb1d5a,1775934725,sha256:e4d99ad084fb479d11fcca4b3b96d70722c46bd804d7f0cb0dc2c01eb38d8575,3839466192,41,858587573
rq024-foundation-16-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,34,KITCHEN_SCENE6_put_the_yellow_and_white_mug_to_the_front_of_the_white_mug,train_discovery_baseline,rollout,34place_onyellow_and_white_mugwhite_mug[region=front],16,discovery,8,untouched_baseline,0,sha256:a1b6cfc526aca773e5330a417ba38fd2e6ec5051c8470743bf4e22ccc9c5671c,2713112517,sha256:39e89686c1c171f5d62ffaeca6b36414a50168b39bfc5e44db8b0b122138c697,971544198,sha256:3ac01003edebbe22ee791a09aca8629e792325e80711073a5dc76f4c20c99257,985665539,sha256:3e3923843ee4dae6a2150ab685370ffd746775ee7f494eb07d68c5d4eab244e6,1043932036,sha256:4bf286ddfedc180498161e976b5c1cdd67e1724f9498012e2f5a80e576c2f4c5,1274185437,17,971544198
rq024-foundation-16-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,34,KITCHEN_SCENE6_put_the_yellow_and_white_mug_to_the_front_of_the_white_mug,train_discovery_baseline,rollout,34place_onyellow_and_white_mugwhite_mug[region=front],16,discovery,8,untouched_baseline,1,sha256:0000c3821c4edb82bb08bb58809c0c316fc77347d05d95fcca6adb7a4de53b88,50050,sha256:35431d21e8cb82597343c0f910da1c4979bbc6bf7abe5145d128a5ac97996cc6,893590817,sha256:77f82cad964cea72efe8b6d808ce3adeb116c34b6e5b7ee5903b558328df1c34,2012753069,sha256:8c308d2826341bd2389a06b5745c612b4712fcbc99d35421da1e6119ecdc208a,2351992104,sha256:ae5e8674bdb3288005528eb20aee7574902338abfe26c387340a0539d97c6db9,2925430388,0,893590817
rq024-foundation-16-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,34,KITCHEN_SCENE6_put_the_yellow_and_white_mug_to_the_front_of_the_white_mug,train_discovery_baseline,rollout,34place_onyellow_and_white_mugwhite_mug[region=front],16,discovery,8,untouched_baseline,2,sha256:36b22ca165ef4690ddfe35f4f51aa02e95c3f5b5abaead2c1f96bbe22726748d,917646497,sha256:a1fbe8e24dd765b0366065a7afb13f465ee850af36b430fed30fbf9654c6bac6,2717640930,sha256:1c3fa339a1dc28f802777fc3579649822a61a79ad3bade3d7baadf6176aead61,473932601,sha256:ebf4a5dea827634d5b3c0a99d093edfcc595264f251730aeff71ae5673fc80b2,3958679006,sha256:b4c8ba2b0f882d530d7a3a5f3cc0d898bf1ae483a14c82647eecf2af4d1f548e,3033053739,47,2717640930
rq024-foundation-17-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,62,LIVING_ROOM_SCENE4_pick_up_the_salad_dressing_and_put_it_in_the_tray,test_confirmation_baseline,rollout,62place_insalad_dressingtray[region=contain],17,confirmation,8,untouched_baseline,0,sha256:526d9952b019e0f09b5653ecfe9144a872027b26545b756a735823e560ef018f,1382914386,sha256:f1a0a9706b7832f9af80924c7ca8cda7a65c305d0227ee97d18c16a13dc31a97,4053838192,sha256:db4c8cb84f38a7259ff2a61ef52ac06ca7697f17ee11ba2879ebdc7697e3f7b5,3679227064,sha256:1ea599cba0c8cb13dfb64dc90a785cdbce40593ba713f8f65c0a940d3e0d3bdc,514169291,sha256:4c80a5be089eb1b5f3f406603aee2484a9b488c50b764284c2bbaad78999cdf6,1283499454,36,4053838192
rq024-foundation-17-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,62,LIVING_ROOM_SCENE4_pick_up_the_salad_dressing_and_put_it_in_the_tray,test_confirmation_baseline,rollout,62place_insalad_dressingtray[region=contain],17,confirmation,8,untouched_baseline,1,sha256:3808559e79908a4dbeecc25eb848cc4972e7657df2af190c1cb1f34bb4d8c41f,940070302,sha256:705212c6fbfd84470bd4ca8bda38629b58a6dfe586c116589ad3d283a4d9c5b0,1884426950,sha256:168eef1161d0a314fbe4bc32936772917a340a1debb6f94d3e49a23786e02563,378466065,sha256:069b73edcdba5664e369514ee0f4a529ce8fc141898f40231d36a5b919a0178f,110851053,sha256:b254a413c53ddb8b8a592a916801499793869d165e5ff4998008362ef2a12057,2991891475,2,1884426950
rq024-foundation-17-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,62,LIVING_ROOM_SCENE4_pick_up_the_salad_dressing_and_put_it_in_the_tray,test_confirmation_baseline,rollout,62place_insalad_dressingtray[region=contain],17,confirmation,8,untouched_baseline,2,sha256:ccdcff214664837a79ec92a926b07004f1e875534ad9de317c9ba1ba5eb4cd4b,3437035297,sha256:8fc38aabd119993bc97d81769b95ab2ab7699e8a833cb8bf103cee4651d743ab,2411956907,sha256:89a6079a635babe47ad51387754b931c2e584b6faf864c3615a227557328f548,2309359514,sha256:49c73c9b44f60182e8b21aa2c77a10f7d021ad0368300c1e610caf0a31b086ad,1237793947,sha256:2ab498d30362ad0a68ba6786e9ec6950dbae3d2d8950baec44c01705f4163422,716478675,47,2411956907
rq024-foundation-18-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,27,KITCHEN_SCENE4_put_the_wine_bottle_on_the_wine_rack,train_discovery_baseline,rollout,27place_onwine_bottlewine_rack[region=top],18,discovery,9,untouched_baseline,0,sha256:8edf0b50f842a4c78327fa3f58c9692effd9f57f6af5989659436833676c1367,2396982096,sha256:dcd02a7e60dfbf70ac48c9dd2a5e2b15c8acb7b653266edd419fafa143b10591,3704629886,sha256:22b60f6724dc28b4a2dfa9d1956f8ccb3126a3062e7a4c24614441c74cbd6372,582356839,sha256:13d4ea2532aef2cc765b56202aca5b844e2ec1b4b7878c779548c35f050c2a87,332720677,sha256:1c293d0b3d6d484faf49f2c98060aec57867ff2169216f4fc246543ac1f6f05f,472464651,46,3704629886
rq024-foundation-18-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,27,KITCHEN_SCENE4_put_the_wine_bottle_on_the_wine_rack,train_discovery_baseline,rollout,27place_onwine_bottlewine_rack[region=top],18,discovery,9,untouched_baseline,1,sha256:4e472549651c1b3a629de8380cf26c8599812135b72404224982339d802e8e7c,1313285449,sha256:5f5b6763471e872d35917016e845d2637961163a51d78528c0e5fa2b003b678d,1599825763,sha256:e34515d8e52b09369648dfd670c9ac2795d5ed58ffc3e9da0b1498dd64036fb3,3812955608,sha256:c639ee040a1264d6cb325c86130b6f85b8c04c83e212079675ff3fc19f4d55bd,3325685252,sha256:9714a7b14b4987b74660db2578476f27687826a79139eb3a8b20f15bd6bd42a5,2534713265,49,1599825763
rq024-foundation-18-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,27,KITCHEN_SCENE4_put_the_wine_bottle_on_the_wine_rack,train_discovery_baseline,rollout,27place_onwine_bottlewine_rack[region=top],18,discovery,9,untouched_baseline,2,sha256:11ce9d3e1c1e792c6b10cd48b166c4c5f60aff7623f4a8a0ea07fc49ec247695,298753342,sha256:5464e4aacba7f9891a41f15c8909cebc59c5a268600ef8fba048e52a1b902177,1415898282,sha256:54d55cee645c405f46b6c86ef673ad3bcbbe58a040da4daa43f1a00f4f1d5e3e,1423269102,sha256:768d0c8e1b8650b5b3834001ad74a78372415cae43520f8a5c7f24d7c2d1c683,1988955278,sha256:616290757ffc145efba3d5b163c926597f28bb5f4a8d91706bc90d3c199de3d7,1633849461,42,1415898282
rq024-foundation-19-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,53,LIVING_ROOM_SCENE2_pick_up_the_orange_juice_and_put_it_in_the_basket,test_confirmation_baseline,rollout,53place_inorange_juicebasket[region=contain],19,confirmation,9,untouched_baseline,0,sha256:a343e11149505101015f221322f869b7c112653255f3ffc207aa85f971b48410,2739134737,sha256:4731d887b2b563ff3963e8e6d3b2dd530d1777b11ceccbd4025bb5a0cb5198cf,1194449031,sha256:bfce396ca9e591eda6c4aaa84cea9c352be2eb3782d09ebabd3ca69cfe254386,3217963372,sha256:fa8c524eefd84b6faeaf1a0f48754423c2bdb8328f6fbab8afd59985c6118ded,4203500110,sha256:a40298178378b2a4a4ef2b1edac0c3be2f7ef9cf808ab2e86b8a4bacc9148e98,2751633431,37,1194449031
rq024-foundation-19-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,53,LIVING_ROOM_SCENE2_pick_up_the_orange_juice_and_put_it_in_the_basket,test_confirmation_baseline,rollout,53place_inorange_juicebasket[region=contain],19,confirmation,9,untouched_baseline,1,sha256:11a2c0d1a92764e19d4fa03fd78ef356360f640ca8405bdb8ad959202836c1b3,295878865,sha256:efc1e04fc37bd8a1e48aeb584a0a62f439073f28a1126756d750035d78de997b,4022460495,sha256:35a23a83f472437c17ba7938b724e887de8f2b94d3bdaa0b64969d197a72ab31,899824259,sha256:3ef41e5ef21ecf1be2d19791ca7c3766f31205ba45fc09f42fbcab2dbe0594b0,1056185950,sha256:6b574243e722b16e86a0c47e90d66df174ba277460232c5914e24ccbe6799cdb,1800880707,15,4022460495
rq024-foundation-19-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,53,LIVING_ROOM_SCENE2_pick_up_the_orange_juice_and_put_it_in_the_basket,test_confirmation_baseline,rollout,53place_inorange_juicebasket[region=contain],19,confirmation,9,untouched_baseline,2,sha256:5869c35af1a90e6fc131b39510ca07a6fa578e6a749f1f88c4b95c70d117a213,1483326298,sha256:2e329ef58bb580a867d777caea5aee554bbbb52900d510b2f935a8e49be6f5c9,775069429,sha256:e3b0090d4ba762f9ae1c208a5d203beb48d9ec13f2693195b8a8ce30e87a3580,3819964685,sha256:012b2225e297f870b77d8d4d8944ea2c6e5544538f6359f861535468b4046b5a,19604005,sha256:9699f53bfd9d6131640da6d72b5ef983d538ffa5a558d8c9f21148e75503ad56,2526672187,48,775069429
rq024-foundation-20-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,84,STUDY_SCENE3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy,train_discovery_baseline,rollout,84place_onred_mugcaddy[region=right],20,discovery,10,untouched_baseline,0,sha256:a08499255211298e4326c459975618cfcd0aded423f52394876b428f25ab9e58,2693044517,sha256:dee4de2d224797f090b818fb1dccc9fc90f60e515fafa62f37caab9a1902b7a7,3739541037,sha256:12baae4bc67e8a7f0fdf34d4fa035fedc1da772ee3c1b6de26741d4d6f37f78d,314224203,sha256:8a37652175855d7b18d6145e6df2a4049d4a668837012ed4c70dfff2f1f1131f,2318886177,sha256:43396949cbb9cdfc94ea51d6259aeea947bc9beb5cf37b815d1293f20251aef4,1127835977,17,3739541037
rq024-foundation-20-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,84,STUDY_SCENE3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy,train_discovery_baseline,rollout,84place_onred_mugcaddy[region=right],20,discovery,10,untouched_baseline,1,sha256:aef1b54e95c8a104a4f992e7f440652129aceb7a941c85663c23c1ff055b60b7,2935076174,sha256:4cfffb55c373f9646ffa8fb427476e119ba7a0b730753688c21f743512439ee9,1291844437,sha256:869071c8949b8f99a0c2d4e45c2737404d0db9d4f9d4b3882cfbe7f8aa6d789d,2257613256,sha256:f496c2d1450e12362c46116e007cf1d53591e5351cac8ed4dbbcb1a0200c9a8e,4103520977,sha256:2a0a4885afd05d572c84f5890924d4f7716a377568850c05803216f15b210297,705316997,24,1291844437
rq024-foundation-20-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,84,STUDY_SCENE3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy,train_discovery_baseline,rollout,84place_onred_mugcaddy[region=right],20,discovery,10,untouched_baseline,2,sha256:7b1a990d59d7744194ce6321e9c11f247f5f84375cf74131d77b033143d14345,2065340685,sha256:34005eaf5914d5eced6eb2a876e6a48076e304b4e72594d4e7aa413cbe85209b,872439471,sha256:b970a4fb1a18d67f1b686615fa470dfec871bab9c39ba791173646df61132d77,3111167227,sha256:e4ab9e21b02726ac011aacc2c5677d9584818680b852b93e43aecb9d48e7723d,3836452385,sha256:09bb2c8d9579aa7bac3e6e38c2e1920d61314a936d052d222bd9a3b5deacd992,163261581,35,872439471
rq024-foundation-21-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,13,KITCHEN_SCENE2_put_the_black_bowl_at_the_front_on_the_plate,test_confirmation_baseline,rollout,13place_onblack_bowl[initial=front]plate,21,confirmation,10,untouched_baseline,0,sha256:eda2a00174540fb97a68f4a9b79aa68a68bfb3b57b449b5ddbb90fa1ca492b2d,3986857985,sha256:d3c5a06c920d20c7feda5a93245c2e9c775e2c2bfc15c806e254c56b08937028,3552944236,sha256:a426551c80d399412e7026a4828a34495f28a5660b9d7ecd165305f0af2c1f0a,2753975580,sha256:3f990f90816b3582c6f652641282f3325ead511a62c7241bf54dfa84e2b5d194,1066995600,sha256:a7bac5e81c6ef15a5e6d31c81248f3f0a1161974005304a0711691c87cb75059,2814035432,35,3552944236
rq024-foundation-21-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,13,KITCHEN_SCENE2_put_the_black_bowl_at_the_front_on_the_plate,test_confirmation_baseline,rollout,13place_onblack_bowl[initial=front]plate,21,confirmation,10,untouched_baseline,1,sha256:a82fb5c3fa62d944ff0ef4f2e2b19c05a5861c15fcecbd3fa0f2f4d0f3836e6a,2821699011,sha256:1700510a4e49d69601f10127ef93956271af8d9b7a0ecf690173a237794ba5f7,385896714,sha256:a0816be25d88952c10512f783a7ec30016bbc0f0ddd02956414b9eb9bacec901,2692836322,sha256:841965d5438ef2166e60a66d227c61e2fcb0afe7d62f58803c364213d08a5a57,2216256981,sha256:9e302f033d000a5eea9846dedfde7a5c8d92f1fc3afc3292d32a34a10d36808e,2653957891,11,385896714
rq024-foundation-21-r2,rq024-foundation-r1,rq024-foundation-r1,libero_90,13,KITCHEN_SCENE2_put_the_black_bowl_at_the_front_on_the_plate,test_confirmation_baseline,rollout,13place_onblack_bowl[initial=front]plate,21,confirmation,10,untouched_baseline,2,sha256:68b792118a0732c29cb990dcd87c3a536e8b5eb9ba4efcd5077f96d5e47e6114,1756860945,sha256:438231a6d52cdd3479b1d0bcce284d8f10bb9f388fab0101c18e2d90df898e50,1132605862,sha256:2166ebd699b456c59a0f09e2ce0c643bb8a77e6ffdafe9261ec00fc8389e63f2,560393174,sha256:bd7a2bd14385a2fb24f703dc384ea34973b7e4f079e65cb9fa7df8bb7a88ac07,3178900433,sha256:ce5a96f3fc782377207974e44772d3cc84dbccb1c7fee1a9d53d77a1238fe772,3462043379,45,1132605862
rq024-foundation-22-r0,rq024-foundation-r1,rq024-foundation-r1,libero_90,49,LIVING_ROOM_SCENE1_pick_up_the_tomato_sauce_and_put_it_in_the_basket,train_discovery_baseline,rollout,49place_intomato_saucebasket[region=contain],22,discovery,11,untouched_baseline,0,sha256:b1aa4e946a71beb2856e646e61975829c2935a83c562215da48094723cbf6800,2980728468,sha256:0a261ccb87287fcc04d7065622e43a9a149d0b50d7974e6a57926577d53e110a,170269899,sha256:85a06342df74c91e23f6eb971d7fff3aad15a1903195a9969c2086b9f9b2b554,2241880898,sha256:45701e47360fae827b2df31b2b68538e58cc766bac0fe085a8bfd4b0f091858e,1164975687,sha256:7859edef0a605002721c3b19e58ce7480fd7c336c539752929b23b3ef4c08d97,2019159535,18,170269899
rq024-foundation-22-r1,rq024-foundation-r1,rq024-foundation-r1,libero_90,49,LIVING_ROOM_SCENE1_pick_up_the_tomato_sauce_and_put_it_in_the_basket,train_discovery_baseline,rollout,49place_intomato_saucebasket[region=contain],22,discovery,11,untouched_baseline,1,sha256:36a952374f5fb42cf0bc184bdb35221aa1972899ba783c111f8995d6ad4290f8,917066295,sha256:02c4c6babbf23248aa8af0876625850252421aac627066c0ecee1eda44f583a3,46450362,sha256:55e1125f2992fc40d43c3e7b9a19935d61aa9a893bd7b87f728e9a163b441a4e,1440813663,sha256:1302f4e1bbbedeb29dbb1a5b34adeb01015d758689950fca4df252c143bba295,318960865,sha256:17eb14098d6db8dafa95c80eeec086c4a682efea5403354f802751b794b94adb,401282057,45,46450362
